business_name,latitude,longitude,formatted_address,location_type,location_id
3947 Gulf Shores Pkwy,30.31026829999999,-87.68398529999999,"3947 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",premise,ChIJ977ov0QFmogR-SZNyYEeoqc
4925 University Dr NW,34.7375523,-86.65644569999999,"4925 University Dr NW, Huntsville, AL 35816, USA",street_address,ChIJc4jFofxrYogRpIsWACBDrcM
200 S Main St,31.3133056,-85.85341849999999,"200 S Main St, Enterprise, AL 36330, USA",premise,ChIJ1xPJeCFskogRPzJyRZn_KeM
801 Saraland Blvd S,30.80429149999999,-88.0730317,"801 Saraland Blvd S, Saraland, AL 36571, USA",premise,ChIJUWDKAblWmogRyBGqwkj8ntg
6207 Cottage Hill Rd b,30.63990209999999,-88.1851056,"6207 Cottage Hill Rd b, Mobile, AL 36609, USA",subpremise,ChIJFQz54jyzm4gRb7HVm-ijg_Q
1107 Monroe St SW,34.7207974,-86.5899478,"1107 Monroe St SW, Huntsville, AL 35801, USA",premise,ChIJPehvUq9sYogR638_GryQClk
210 Bexar Ave W,34.143155,-87.99052929999999,"210 Bexar Ave W, Hamilton, AL 35570, USA",subpremise,ChIJq9Q9xd2Xh4gRbYicKFeTOfY
2501 Cone Dr,33.6261943,-86.7797217,"2501 Cone Dr, Birmingham, AL 35217, USA",premise,ChIJ22YSgawFiYgRE9HpYHIfT6Q
3010 Allison-Bonnett Memorial Dr,33.4522414,-86.97738489999999,"3010 Allison-Bonnett Memorial Dr, Hueytown, AL 35023, USA",premise,ChIJ30Gcqi7hiIgRmqDeuNgqScE
112 Howell St,30.7611219,-88.0729757,"112 Howell St, Chickasaw, AL 36611, USA",premise,ChIJrcopgGtRmogREtLeyJs_SAk
30427 Co Rd 49,30.6676519,-87.7600958,"30427 Co Rd 49, Loxley, AL 36551, USA",premise,ChIJxbJfFz9vmogRhyFWaqTYMVQ
628 14th St SE,34.5784927,-86.9792145,"628 14th St SE, Decatur, AL 35601, USA",premise,ChIJb7A4EKGGYogRo3hLxmiCBys
325 Blake Bottom Rd NW,34.7804645,-86.6511652,"325 Blake Bottom Rd NW, Huntsville, AL 35806, USA",premise,ChIJEzlgxihqYogR8JwgjJtwVuw
1715 Hillyer Robinson Industrial Pkwy,33.6216293,-85.80939339999999,"1715 Hillyer Robinson Industrial Pkwy, Anniston, AL 36207, USA",premise,ChIJNdV_T3axi4gRt2lD2WfRb68
160 Cotton Creek Dr #100,30.2986651,-87.6814368,"160 Cotton Creek Dr #100, Gulf Shores, AL 36542, USA",subpremise,ChIJaRrEaj8FmogRe9jDx1rMWXQ
603 Forestdale Blvd,33.5444423,-86.8745905,"603 Forestdale Blvd, Birmingham, AL 35214, USA",subpremise,ChIJeYaR1A8diYgRHaMjLvyC5po
6525 Wilmer Georgetown Rd,30.8274693,-88.3563731,"6525 Wilmer Georgetown Rd, Wilmer, AL 36587, USA",street_address,ChIJJTTXYlqmm4gRhq9tdXRPTA4
1055 Lee Rd #424,32.6023602,-85.1662856,"1055 Lee Rd #424, Salem, AL 36874, USA",subpremise,EiYxMDU1IExlZSBSZCAjNDI0LCBTYWxlbSwgQUwgMzY4NzQsIFVTQSI6GjgKMRIvChQKEglRw36lFceMiBHw7b-w68ZcrBCfCCoUChIJZcPxKYzrjIgRFDPxyCocAVMSAzQyNA
287 Old Stage Rd,32.4891613,-86.9931866,"287 Old Stage Rd, Valley Grande, AL 36703, USA",premise,ChIJub7Su7oEj4gR3KYeo9LI3aA
355 The Bridge St #115,34.7147274,-86.67321199999999,"355 The Bridge St #115, Huntsville, AL 35806, USA",subpremise,EjEzNTUgVGhlIEJyaWRnZSBTdCAjMTE1LCBIdW50c3ZpbGxlLCBBTCAzNTgwNiwgVVNBIjoaOAoxEi8KFAoSCQWFZwO7bmKIEcMN9wflpznmEOMCKhQKEglbWUTlum5iiBEiaVbFYHwQbBIDMTE1
2225 Ruffner Rd,33.5684752,-86.6788548,"2225 Ruffner Rd, Birmingham, AL 35210, USA",premise,ChIJ1yX42OARiYgRseUV8hRh8PY
3764 Sullivan St,34.6800169,-86.75244479999999,"3764 Sullivan St, Madison, AL 35758, USA",premise,ChIJFcYLvXBlYogRENMXvK_M8lw
407 Tennessee St,34.6671578,-87.31120969999999,"407 Tennessee St, Courtland, AL 35618, USA",street_address,Eio0MDcgVGVubmVzc2VlIFN0LCBDb3VydGxhbmQsIEFMIDM1NjE4LCBVU0EiMRIvChQKEgkHdfMIULtiiBFlIzpc0cPGmhCXAyoUChIJIdWjl1e7YogRkb0CRzFT7j0
319 Broad St,34.0128088,-86.0026793,"319 Broad St, Gadsden, AL 35901, USA",subpremise,ChIJvYqgJaU-iogRIlJUyBvQV_M
28542 S Quarry Ln,30.3192698,-87.53793890000001,"28542 S Quarry Ln, Elberta, AL 36530, USA",street_address,ChIJTxOFbgCokIgRSOXcO6bUlmo
3238 Louisville St,31.7108604,-85.60931269999999,"3238 Louisville St, Clio, AL 36017, USA",street_address,ChIJY7Xy7ZiCjYgRo1jlLKlhCv4
900 Commons Dr,31.2540367,-85.4243382,"900 Commons Dr, Dothan, AL 36303, USA",premise,ChIJuYdfUhKSkogRhda2voEXBWM
Spruce Pine Lane,34.7819595,-86.502793,"Spruce Pine Ln, Huntsville, AL 35811, USA",route,EilTcHJ1Y2UgUGluZSBMbiwgSHVudHN2aWxsZSwgQUwgMzU4MTEsIFVTQSIuKiwKFAoSCa9DeajZFWKIEeUzaNGFAEajEhQKEgmNiaLNZ2tiiBFrVgTIiX4smg
1221 Middle Rd,32.6808744,-86.0697169,"1221 Middle Rd, Eclectic, AL 36024, USA",street_address,EicxMjIxIE1pZGRsZSBSZCwgRWNsZWN0aWMsIEFMIDM2MDI0LCBVU0EiMRIvChQKEgkH7CEUvxeMiBFh5WjdfX2H_xDFCSoUChIJO0U8RMcXjIgRy1jx63QJ0Do
3055 Dauphin St a,30.6886075,-88.11656,"3055 Dauphin St a, Mobile, AL 36606, USA",subpremise,EigzMDU1IERhdXBoaW4gU3QgYSwgTW9iaWxlLCBBTCAzNjYwNiwgVVNBIh0aGwoWChQKEgk_df1Ijk2aiBFuy_WdNtxBKxIBYQ
3802 Edwards St,33.4305703,-86.9513834,"3802 Edwards St, Brighton, AL 35020, USA",street_address,ChIJi--VwfHgiIgRu7pL5mku6Ps
4704 Cahaba River Rd,33.4321255,-86.737828,"4704 Cahaba River Rd, Vestavia Hills, AL 35243, USA",premise,ChIJCy3gioYXiYgRFIwz2vP2q9w
21 S Section St,30.5224716,-87.9028679,"21 S Section St, Fairhope, AL 36532, USA",subpremise,ChIJ7ZSMYIVAmogRv49H4snE9qs
25421 AL-181,30.5950478,-87.85282959999999,"25421 AL-181, Daphne, AL 36526, USA",premise,ChIJpSTPGAdqmogRoRqzn4rJ5CA
12985 US-431,34.3080386,-86.2966241,"12985 US-431, Guntersville, AL 35976, USA",premise,ChIJOycGUE34iYgR7c5QjeHFJLs
2021 Dahlke Dr,34.2054456,-86.8086805,"2021 Dahlke Dr, Cullman, AL 35058, USA",premise,ChIJ4SEKxbPOiYgRfQ3boRkVgb0
1280 Guntersville Rd,34.3347267,-86.4711738,"1280 Guntersville Rd, Arab, AL 35016, USA",premise,ChIJu1Fpl0_kiYgR10cbk-RDfe4
1749 Eva Rd NE,34.1985318,-86.83019329999999,"1749 Eva Rd NE, Cullman, AL 35055, USA",premise,ChIJ-bBerfnLiYgRzQeRLUSTm5Y
2311 West Blvd,32.3410759,-86.3691047,"2311 West Blvd, Montgomery, AL 36108, USA",premise,ChIJR7Lo3gSHjogRCBHd27lABSE
2001 Bay Minette Bypass,30.8525007,-87.7761062,"2001 Bay Minette Bypass, Bay Minette, AL 36507, USA",street_address,EjMyMDAxIEJheSBNaW5ldHRlIEJ5cGFzcywgQmF5IE1pbmV0dGUsIEFMIDM2NTA3LCBVU0EiMRIvChQKEgm5X_SfimGaiBEeRV5uwcKjLBDRDyoUChIJqWjC5vxhmogRuL4nFJ8lwek
106 Martin Luther King Jr Pkwy S,32.4477326,-85.01614029999999,"106 Martin Luther King Jr Pkwy S, Phenix City, AL 36869, USA",premise,ChIJ240OBvvNjIgR3TaIm_IQ8n4
1027 Douglas Ave,31.1223212,-87.0688445,"1027 Douglas Ave, Brewton, AL 36426, USA",premise,ChIJp6a0FfFFkIgR6ELWb_8sj0w
8960 AL-9,33.76772589999999,-85.6927677,"8960 AL-9, Anniston, AL 36207, USA",premise,ChIJIUzj8oJTiogR8YXWnt5eVHM
4822 Skyland E Blvd,33.1763253,-87.4720952,"4822 Skyland E Blvd, Tuscaloosa, AL 35405, USA",premise,ChIJaQBQxTqpiIgRHuYk38fzIRc
3431 Montgomery Hwy #2,31.2548559,-85.4318089,"3431 Montgomery Hwy #2, Dothan, AL 36303, USA",subpremise,ChIJrW2cDQySkogRF34Gx3BpqDU
824 US-278,33.9345722,-85.6259779,"824 US-278, Piedmont, AL 36272, USA",premise,ChIJy7GzT1xYiogRfmIY_F6nCgA
62732 US-231,33.9959345,-86.5779065,"62732 US-231, Cleveland, AL 35049, USA",premise,ChIJE1afCh-WiYgRVd303FF1fGQ
8097 AL-59 b,30.3420794,-87.68396109999999,"8097 AL-59 b, Foley, AL 36535, USA",subpremise,EiI4MDk3IEFMLTU5IGIsIEZvbGV5LCBBTCAzNjUzNSwgVVNBIh0aGwoWChQKEgkNHCRr6Q-aiBGsxbfBjCmXQxIBYg
210 Sanders St,34.8054952,-86.977481,"210 Sanders St, Athens, AL 35611, USA",premise,ChIJd1xvf16LYogRxk9aK2hg9zg
32 25th Ave NW,33.650672,-86.685046,"32 25th Ave NW, Center Point, AL 35215, USA",street_address,ChIJEbsmFsYOiYgRlX6_kJyqWIQ
5006 Pinnacle Sq Ste. 104,33.6081227,-86.6389523,"5006 Pinnacle Sq Ste. 104, Birmingham, AL 35235, USA",subpremise,ChIJpezZrbcNiYgRMrzGxUukuCc
300 Hwy 78 E Ste 438,33.8518338,-87.2717845,"300 Hwy 78 E Ste 438, Jasper, AL 35501, USA",subpremise,ChIJQxP4dTJhiIgR47ikqRAfnuo
1328 3rd Ave W,33.5054047,-86.859606,"1328 3rd Ave W, Birmingham, AL 35208, USA",premise,ChIJfVI5fjQciYgRkGL0j4h32lk
4710 University Dr NW l 02,34.7369373,-86.64716589999999,"4710 University Dr NW l 02, Huntsville, AL 35816, USA",subpremise,EjU0NzEwIFVuaXZlcnNpdHkgRHIgTlcgbCAwMiwgSHVudHN2aWxsZSwgQUwgMzU4MTYsIFVTQSIgGh4KFgoUChIJb5ahlvFrYogR5-M_38ouyr4SBGwgMDI
2576 Berryhill Rd,32.3605418,-86.1599753,"2576 Berryhill Rd, Montgomery, AL 36117, USA",premise,ChIJMUFPB2wsjIgRR6m4qL5ZgdQ
36301,31.1348407,-85.39627689999999,"Dothan, AL 36301, USA",postal_code,ChIJjVg4ZgTtkogRGLWwz4-ACwM
3120 26th St N,33.553425,-86.8190999,"3120 26th St N, Birmingham, AL 35207, USA",premise,ChIJkVomjGAbiYgRQ2-D2qkYH3w
1500 7th St N,32.8507078,-86.6339371,"1500 7th St N, Clanton, AL 35045, USA",premise,ChIJhxNv_SbGjogR6qk5juWjS6c
1503 College Ave,31.52600979999999,-87.8941674,"1503 College Ave, Jackson, AL 36545, USA",subpremise,ChIJFabGVNPLmogRXmKG7Mbn3Og
1036 US Hwy 72 E,34.7844077,-86.9544714,"1036 US Hwy 72 E, Athens, AL 35611, USA",premise,ChIJb7t35wiLYogRA5uT1TB9q8g
1032 Grand Ave SW,34.43356449999999,-85.7325087,"1032 Grand Ave SW, Fort Payne, AL 35967, USA",street_address,ChIJMfqFkHh4iogR91rPNLKaPaI
2800 Cahaba Village Pl,33.46156940000001,-86.75483109999999,"2800 Cahaba Village Pl, Mountain Brook, AL 35243, USA",street_address,ChIJIX5rhSYZiYgReHb3bOCWHHg
1435 Westgate Pkwy,31.2567974,-85.43425289999999,"1435 Westgate Pkwy, Dothan, AL 36303, USA",premise,ChIJb9NEewmSkogRfOl29e1BdSY
3500 Michael Ann Ave,34.02057840000001,-86.0598859,"3500 Michael Ann Ave, Gadsden, AL 35904, USA",premise,ChIJg8dLWIw8iogRTeqt8bZ4zls
2402 E 2nd St,34.7590718,-87.64648629999999,"2402 E 2nd St, Muscle Shoals, AL 35661, USA",street_address,EisyNDAyIEUgMm5kIFN0LCBNdXNjbGUgU2hvYWxzLCBBTCAzNTY2MSwgVVNBIjESLwoUChIJ98pktzFJfYgRIKzsi0tRnYgQ4hIqFAoSCXl1eoJmS32IEZlC8vb6y_ST
1001 3rd St,33.2173614,-87.5688735,"1001 3rd St, Northport, AL 35476, USA",premise,ChIJw0OQTsMChogRsDougLUngXg
127 East St N,33.4374415,-86.10241400000001,"127 East St N, Talladega, AL 35160, USA",premise,ChIJUyO3Fc_ci4gRACmhVFF4TS0
3503 Memorial Pkwy NW,34.7714047,-86.5877798,"3503 Memorial Pkwy NW, Huntsville, AL 35810, USA",premise,ChIJ8XXcM9ZqYogRo_R_hf_EECA
331 Cox Creek Pkwy,34.8374667,-87.63287609999999,"331 Cox Creek Pkwy, Florence, AL 35630, USA",premise,ChIJyzZ7JeJJfYgRL2FlMHj7_Pg
300 Hwy 78 E,33.8523916,-87.2716256,"300 Hwy 78 E, Jasper, AL 35501, USA",subpremise,ChIJ1STPiS1hiIgRpGCFv2w57Ag
1803 Stadium Dr,32.4973311,-85.01715449999999,"1803 Stadium Dr, Phenix City, AL 36867, USA",premise,ChIJmbabxiXMjIgRp2Qfniv5fa0
500 Colonial Promenade Pkwy,33.2347909,-86.8042416,"500 Colonial Promenade Pkwy, Alabaster, AL 35007, USA",premise,ChIJl5nagewliYgRdHzFhm6BynU
132 S Mulberry Ave,32.0890179,-88.2209292,"132 S Mulberry Ave, Butler, AL 36904, USA",premise,ChIJGTJLu8bjhIgRy0t4JINh_5w
949 Fairhope Ave,30.5240569,-87.8830375,"949 Fairhope Ave, Fairhope, AL 36532, USA",premise,ChIJiYOIvm9AmogRiNtZNcp15zI
1794 E Main St,32.4600856,-86.4219524,"1794 E Main St, Prattville, AL 36066, USA",street_address,ChIJP16MuYuPjogRLUcM_2QhbHE
1200 Broad St,32.4693551,-85.00030319999999,"1200 Broad St, Phenix City, AL 36867, USA",premise,ChIJYwOy-LjNjIgRo8kCGVLey_I
2001 Park Pl,33.5195028,-86.8098072,"2001 Park Pl, Birmingham, AL 35203, USA",street_address,ChIJCQjPqrMbiYgRy5kVKX2kf8I
1442 Montgomery Hwy,33.4204697,-86.80029329999999,"1442 Montgomery Hwy, Vestavia Hills, AL 35216, USA",premise,ChIJ_XjExeoYiYgRpdjY1rxSvtU
4833 Sparkman Dr NW,34.7574942,-86.6367342,"4833 Sparkman Dr NW, Huntsville, AL 35810, USA",premise,ChIJY3wobrlrYogROai_tfPpKk0
16310 Hampstead Ct,30.4623243,-87.85756239999999,"16310 Hampstead Ct, Fairhope, AL 36532, USA",street_address,ChIJ31YPHSs-mogR0s5_TfWfDXo
5668 2nd St,30.8562501,-88.05176829999999,"5668 2nd St, Satsuma, AL 36572, USA",street_address,ChIJpW3txEpWmogRZ8oRDCU4cOY
402 Lee St NE,34.606066,-86.9832011,"402 Lee St NE, Decatur, AL 35601, USA",premise,ChIJeSahbdWFYogRehJmg_kOdN8
340 Blount Ave,34.3605347,-86.2924626,"340 Blount Ave, Guntersville, AL 35976, USA",subpremise,ChIJq6paetT4iYgRA4Qr3Kn-GNI
Alabama 239,31.8862806,-85.4846185,"AL-239, Clayton, AL, USA",route,EhhBTC0yMzksIENsYXl0b24sIEFMLCBVU0EiLiosChQKEgmBCl1nRgqNiBFHBjVxkQYKHxIUChIJ2Q7rY4ZyjYgRslAAko5Ha0c
Bear Creek,34.2748197,-87.7005833,"Bear Creek, AL, USA",locality,ChIJ4WZvvyzph4gRexlBG0U5wtc
809 Daphne Ave Suite 102,30.6041563,-87.90158509999999,"809 Daphne Ave Suite 102, Daphne, AL 36526, USA",subpremise,ChIJq6pOM9ZDmogRcAgmD6yrf6Q
1 Chase Corporate Dr # 400,33.3714235,-86.8017379,"1 Chase Corporate Dr # 400, Birmingham, AL 35244, USA",subpremise,ChIJoZAwg0AiiYgR3eLzRXdTc10
1520 Clarence E Chesnut Jr Bypass,34.1608828,-85.7034876,"1520 Clarence E Chesnut Jr Bypass, Centre, AL 35960, USA",subpremise,ChIJKRlnO6JmiogRSLwSdwrOqDE
20210 AL-59 #2,30.5192282,-87.7077298,"20210 AL-59 #2, Summerdale, AL 36580, USA",subpremise,ChIJ37DN-E9tmogRc4LR6Nz0nMo
114 N Marion St,34.8037978,-86.97062919999999,"114 N Marion St, Athens, AL 35611, USA",premise,ChIJtWGFkUKLYogR5kOToMpXqkA
6983 Wall Triana Hwy # Z,34.7889197,-86.74876929999999,"6983 Wall Triana Hwy # Z, Madison, AL 35757, USA",subpremise,ChIJ9-3urNtnYogRqe4MsEMnHBo
2131 Data Office Dr,33.3768747,-86.79859719999999,"2131 Data Office Dr, Hoover, AL 35244, USA",subpremise,ChIJN_OORWoiiYgRZQTdwwI5vlk
5031 Cottage Hill Rd,30.6479711,-88.15886429999999,"5031 Cottage Hill Rd, Mobile, AL 36609, USA",street_address,ChIJyTaHUNdMmogRviDL28viLLs
2005 College Ave,31.5015849,-87.89913870000001,"2005 College Ave, Jackson, AL 36545, USA",premise,ChIJF5YGCnTJmogRaOc9rJwpAS8
3275 Allison-Bonnett Memorial Dr,33.4548925,-87.0075094,"3275 Allison-Bonnett Memorial Dr, Bessemer, AL 35023, USA",premise,ChIJD3zdJ-TmiIgRi2Kzffz5ayk
1124 Main St,32.7044066,-87.5933064,"1124 Main St, Greensboro, AL 36744, USA",premise,ChIJv7mlOs_0hYgR97w28Sfn0iE
2967 Ross Clark Cir,31.22044499999999,-85.4329546,"2967 Ross Clark Cir, Dothan, AL 36301, USA",premise,ChIJEXnM8oOSkogRT4KLu5Fv264
1208 Forestdale Square,33.557959,-86.89238979999999,"1208 Forestdale Square, Birmingham, AL 35214, USA",subpremise,ChIJ4RXxNF0diYgRT1AOfD5zW3U
"Regus - Mobile, RSA Battle House Tower",30.6932688,-88.04003159999999,"11 N Water St 10th Floor, Mobile, AL 36602, USA",real_estate_agency,ChIJ1x1Nv9lPmogRn2PklH-07y0
401 Adams Ave,32.3756487,-86.3030457,"401 Adams Ave, Montgomery, AL 36104, USA",premise,ChIJUbNE4nOBjogRs4oOf9kAyBo
203 Eastside Square Suite A,34.7308623,-86.5846724,"203 Eastside Square Suite A, Huntsville, AL 35801, USA",subpremise,ChIJJ1nNFlRrYogR6nvfO_BG2BQ
119 E College St,31.3151486,-85.85336339999999,"119 E College St, Enterprise, AL 36330, USA",premise,ChIJSfMzWiFskogRS43Civ1XIOk
3125 Independence Dr,33.4746967,-86.78648430000001,"3125 Independence Dr, Homewood, AL 35209, USA",premise,ChIJlzL-UXcZiYgRivlO-QY3eeA
4121 Carmichael Rd #304,32.3578397,-86.2418007,"4121 Carmichael Rd #304, Montgomery, AL 36106, USA",subpremise,EjI0MTIxIENhcm1pY2hhZWwgUmQgIzMwNCwgTW9udGdvbWVyeSwgQUwgMzYxMDYsIFVTQSIfGh0KFgoUChIJ5ZNVTm8qjIgR-A2YJ4_KZ44SAzMwNA
3809 Sullivan St,34.6811156,-86.7506729,"3809 Sullivan St, Madison, AL 35758, USA",premise,ChIJ94INHXplYogRunR4by6WTx0
129 Main St W,34.4438542,-86.9345723,"129 Main St W, Hartselle, AL 35640, USA",premise,ChIJfZfxNfIqiIgRw2S-ZuMew8A
1900 11th Ave,34.2538363,-87.6047432,"1900 11th Ave, Haleyville, AL 35565, USA",premise,ChIJKaEhPJrjh4gR9iCrj-buOwc
257 St Anthony St,30.6940894,-88.0457967,"257 St Anthony St, Mobile, AL 36603, USA",premise,ChIJybwLhNZPmogRHqVczb8WC7M
445 Moulton St E,34.6035168,-86.9806102,"445 Moulton St E, Decatur, AL 35601, USA",premise,ChIJ6bo8cICGYogR7LSQHUSaleQ
2081 Columbiana Rd #17,33.4354669,-86.8097477,"2081 Columbiana Rd #17, Vestavia Hills, AL 35216, USA",subpremise,EjUyMDgxIENvbHVtYmlhbmEgUmQgIzE3LCBWZXN0YXZpYSBIaWxscywgQUwgMzUyMTYsIFVTQSIeGhwKFgoUChIJpUXQNdoYiYgRDU9psV7R5pgSAjE3
3995 Cottage Hill Rd,30.6523705,-88.1427718,"3995 Cottage Hill Rd, Mobile, AL 36609, USA",premise,ChIJ0fNlDOJMmogRPR9c0fxxT6k
7380 Zeigler Cir S,30.7025758,-88.2144635,"7380 Zeigler Cir S, Mobile, AL 36608, USA",premise,ChIJp7kUAIetm4gR94P3ZAb9s5U
5950 Carmichael Pl # 210,32.3615383,-86.20328579999999,"5950 Carmichael Pl # 210, Montgomery, AL 36117, USA",subpremise,ChIJE-9mgLkrjIgRTZe_f1eU0h0
450 N Cedar St,30.4095674,-87.6905852,"450 N Cedar St, Foley, AL 36535, USA",premise,ChIJAzi3KQQOmogRfS0QH7PZy9c
1630 Powder Plant Rd,33.3494256,-87.0151875,"1630 Powder Plant Rd, Bessemer, AL 35022, USA",premise,ChIJ8_PCAlHciIgR6tzawKhEabk
2815 Forbes Dr,32.4243203,-86.28796129999999,"2815 Forbes Dr, Montgomery, AL 36110, USA",premise,ChIJj3OSlk-CjogR6rfY_5UTID0
241 8th Ave NE,34.3292769,-86.4939622,"241 8th Ave NE, Arab, AL 35016, USA",premise,ChIJTavFbSzkiYgRQ1IMVFw8KNo
1870 Chace Dr,33.3700923,-86.8016545,"1870 Chace Dr, Birmingham, AL 35244, USA",premise,ChIJDwCNpEAiiYgRrYxrjN-uWv0
913 Rucker Blvd,31.32425009999999,-85.8270057,"913 Rucker Blvd, Enterprise, AL 36330, USA",premise,ChIJ-6hXIvNukogRLXjBcHjdt8k
Airport Road South,33.8444658,-87.27000389999999,"Airport Rd S, Jasper, AL 35501, USA",route,EiNBaXJwb3J0IFJkIFMsIEphc3BlciwgQUwgMzU1MDEsIFVTQSIuKiwKFAoSCTuBoV8lYYiIEamoJFl1l1DtEhQKEgkRhcUgdGGIiBEcfycBKwM77A
2477 Valleydale Rd suite c-2e,33.37413119999999,-86.75580099999999,"2477 Valleydale Rd suite c-2e, Birmingham, AL 35244, USA",subpremise,ChIJl6QMpLgiiYgRyDahlQQSyr4
1837 Commons N Dr,33.2611702,-87.5104374,"1837 Commons N Dr, Tuscaloosa, AL 35406, USA",premise,ChIJg_ig5bmniIgR4eTGxZxPoZ0
1115 Leighton Ave,33.6590072,-85.82472330000002,"1115 Leighton Ave, Anniston, AL 36207, USA",premise,ChIJ-WWlncCzi4gRmowWjJNWfJw
430 Fieldstown Rd #104,33.652297,-86.8179131,"430 Fieldstown Rd #104, Gardendale, AL 35071, USA",subpremise,ChIJVVVFJwkEiYgRpTd7sLJyhi8
2828 Hwy 31 S,34.552935,-86.97225859999999,"2828 Hwy 31 S, Decatur, AL 35603, USA",premise,ChIJ9-T-Hk6BYogRezC8nbgxBzE
311 S 4th St,34.0092199,-86.00597479999999,"311 S 4th St, Gadsden, AL 35901, USA",premise,ChIJXc1kP68-iogRJh1s6OQaEMw
420 Lowell Dr SE,34.7215448,-86.5753227,"420 Lowell Dr SE, Huntsville, AL 35801, USA",premise,ChIJU5T5pVYTYogR_6LndT7guoM
600 S 3rd St,34.0044667,-86.0034907,"600 S 3rd St, Gadsden, AL 35901, USA",premise,ChIJX66c3q0-iogRJ8RvgFIURH8
2105 3rd Ave N,33.5168715,-86.805009,"2105 3rd Ave N, Birmingham, AL 35203, USA",subpremise,ChIJu3TK8ZYbiYgRz5seDk3wCGQ
972 Montclair Rd #100,33.5187251,-86.74199,"972 Montclair Rd #100, Birmingham, AL 35213, USA",subpremise,EjA5NzIgTW9udGNsYWlyIFJkICMxMDAsIEJpcm1pbmdoYW0sIEFMIDM1MjEzLCBVU0EiHxodChYKFAoSCbfPOvl3GomIESoA8tE__DGgEgMxMDA
209 Winton M Blount Loop,32.3804291,-86.17254679999999,"209 Winton M Blount Loop, Montgomery, AL 361173507, USA",subpremise,ChIJDWSV_wYsjIgR4xNzjt-lRA4
2024 Chestnut St,32.3665938,-86.2821529,"2024 Chestnut St, Montgomery, AL 36106, USA",subpremise,ChIJfydMK7yBjogRDRj_C-HG3rc
2229 Cahaba Valley Dr,33.4157933,-86.671701,"2229 Cahaba Valley Dr, Birmingham, AL 35242, USA",premise,ChIJYQpSrhIWiYgRpFEgr-wHPV4
513 Brookwood Blvd #401,33.4656885,-86.77672319999999,"513 Brookwood Blvd #401, Birmingham, AL 35209, USA",subpremise,ChIJ6Q2TzJgZiYgRfP22t_cwQUg
250 Chateau Dr SW,34.693711,-86.5734305,"250 Chateau Dr SW, Huntsville, AL 35801, USA",premise,ChIJEX_5LTATYogR6o9VneNHpZc
406 Woodward Ave,34.75619950000001,-87.6679379,"406 Woodward Ave, Muscle Shoals, AL 35661, USA",premise,ChIJ-W2H9c1IfYgRj4Tk5FQUIuw
207 Dogwood Cir,33.9708543,-86.0157231,"207 Dogwood Cir, Gadsden, AL 35901, USA",premise,ChIJX6SQPtk7iogRzDWB6iqWKxY
5295 Preserve Pkwy #280,33.3560865,-86.8461943,"5295 Preserve Pkwy #280, Hoover, AL 35244, USA",subpremise,Ei41Mjk1IFByZXNlcnZlIFBrd3kgIzI4MCwgSG9vdmVyLCBBTCAzNTI0NCwgVVNBIh8aHQoWChQKEgmlJm0gpSGJiBGFCODrjaXSDxIDMjgw
29 Medical Center Ln a,34.3655691,-86.4231578,"29 Medical Center Ln a, Guntersville, AL 35976, USA",subpremise,EjMyOSBNZWRpY2FsIENlbnRlciBMbiBhLCBHdW50ZXJzdmlsbGUsIEFMIDM1OTc2LCBVU0EiHRobChYKFAoSCfNBITCq5ImIEZAeHYvSjEtXEgFh
1901 Hand Ave,30.9026862,-87.7839813,"1901 Hand Ave, Bay Minette, AL 36507, USA",premise,ChIJa4UO_iKKmogRDkVwgIDhz3c
200 Clinton Ave W,34.7306898,-86.588309,"200 Clinton Ave W, Huntsville, AL 35801, USA",premise,ChIJe62WIVdrYogREbRo9oednN8
3095 AL-14,32.5077363,-86.38378569999999,"3095 AL-14, Millbrook, AL 36054, USA",premise,ChIJEZHU-92ajogRmaGl-ROFTqE
2149 Taylor Rd,32.3477506,-86.17619959999999,"2149 Taylor Rd, Montgomery, AL 36117, USA",subpremise,ChIJMeLKlYArjIgRtoFhrZPkL30
2801 AL-150,33.3655054,-86.8242353,"2801 AL-150, Hoover, AL 35244, USA",street_address,ChIJf2ChZoghiYgRAsKqA-o1YUw
1216 Memorial Pkwy NW,34.7409968,-86.6005086,"1216 Memorial Pkwy NW, Huntsville, AL 35801, USA",street_address,EjAxMjE2IE1lbW9yaWFsIFBrd3kgTlcsIEh1bnRzdmlsbGUsIEFMIDM1ODAxLCBVU0EiMRIvChQKEgndOkCEQmtiiBHNcl49AllnthDACSoUChIJAU56QMpqYogRr-CLHySdMRs
913 Plantation Blvd,30.5264072,-87.8838565,"913 Plantation Blvd, Fairhope, AL 36532, USA",premise,ChIJac86Zm9AmogRGRrz5Ax4NAQ
4601 Troy Hwy,32.3102192,-86.21783649999999,"4601 Troy Hwy, Montgomery, AL 36116, USA",premise,ChIJGXYQktcqjIgRN_mq2BFKsb8
Haleyville,34.226488,-87.6214133,"Haleyville, AL 35565, USA",locality,ChIJablIXynhh4gRWiO9MsOrGFI
519 Energy Center Blvd,33.23969220000001,-87.5545561,"519 Energy Center Blvd, Northport, AL 35473, USA",street_address,ChIJ7ZIk-UsdhogRyETGjIaREqQ
